心碎,-1.0
心疼,-1.0
心痛,-1.0
心虚,-1.0
心绪沉落,-1.0
心有余悸,-1.0
杏眼圆睁,-1.0
羞,-1.0
羞惭,-1.0
羞答答,-1.0
羞恶,-1.0
羞窘,-1.0
羞愧,-1.0
羞怯,-1.0
羞人,-1.0
羞人答答,-1.0
羞涩,-1.0
羞羞答答,-1.0
羞于,-1.0
羞臊,-1.0
羞赧,-1.0
虚惊,-1.0
嘘,-1.0
恤,-1.0
絮烦,-1.0
悬,-1.0
悬念,-1.0
悬系,-1.0
悬心,-1.0
训斥,-1.0
训戒,-1.0
训诫,-1.0
讶,-1.0
讶然,-1.0
讶然失色,-1.0
讶异,-1.0
厌,-1.0
厌恶,-1.0
厌烦,-1.0
厌恨,-1.0
厌倦,-1.0
厌腻,-1.0
厌气,-1.0
厌弃,-1.0
摇摆,-1.0
要紧,-1.0
一怒之下,-1.0
一气之下,-1.0
一怔,-1.0
遗憾,-1.0
疑,-1.0
疑惑,-1.0
疑忌,-1.0
疑虑,-1.0
疑虑重重,-1.0
疑神疑鬼,-1.0
抑郁,-1.0
抑郁寡欢,-1.0
意意思思,-1.0
义愤,-1.0
义愤填膺,-1.0
异,-1.0
阴郁,-1.0
引咎,-1.0
引咎自责,-1.0
隐忧,-1.0
幽忧,-1.0
忧,-1.0
忧愁,-1.0
忧烦,-1.0
忧愤,-1.0
忧惧,-1.0
忧虑,-1.0
忧闷,-1.0
忧伤,-1.0
忧思,-1.0
忧心,-1.0
忧心如焚,-1.0
忧心忡忡,-1.0
忧郁,-1.0
忧怨,-1.0
忧悒,-1.0
犹疑,-1.0
犹豫,-1.0
油煎火燎,-1.0
游移,-1.0
有愧,-1.0
于心有愧,-1.0
虞,-1.0
郁,-1.0
郁闷,-1.0
郁郁不乐,-1.0
郁郁寡欢,-1.0
欲哭无泪,-1.0
詟,-1.0
原,-1.0
原谅,-1.0
原宥,-1.0
怨,-1.0
怨恨,-1.0
怨悔,-1.0
怨声载道,-1.0
怨天尤人,-1.0
在乎,-1.0
糟心,-1.0
责,-1.0
责备,-1.0
责斥,-1.0
责怪,-1.0
责骂,-1.0
责难,-1.0
责怨,-1.0
憎,-1.0
憎恶,-1.0
憎恨,-1.0
咋舌,-1.0
炸,-1.0
瞻前顾后,-1.0
战兢兢,-1.0
战战兢兢,-1.0
张口结舌,-1.0
找茬,-1.0
找茬儿,-1.0
找碴,-1.0
找碴儿,-1.0
找岔子,-1.0
针砭,-1.0
震,-1.0
震惊,-1.0
震怒,-1.0
震悚,-1.0
睁一眼闭一眼,-1.0
睁一只眼闭一只眼,-1.0
睁只眼闭只眼,-1.0
怔,-1.0
怔神儿,-1.0
怔怔,-1.0
怔住,-1.0
怔忪,-1.0
直眉瞪眼,-1.0
指斥,-1.0
指鸡骂狗,-1.0
指桑骂槐,-1.0
指责,-1.0
指摘,-1.0
置疑,-1.0
置于脑后,-1.0
置之不顾,-1.0
置之不理,-1.0
置之度外,-1.0
置之脑后,-1.0
质疑,-1.0
滞呆,-1.0
周恤,-1.0
咒,-1.0
咒骂,-1.0
咒诅,-1.0
抓瞎,-1.0
椎心泣血,-1.0
追悔,-1.0
追悔莫及,-1.0
着急,-1.0
着忙,-1.0
自暴自弃,-1.0
自惭形秽,-1.0
自咎,-1.0
自疚,-1.0
自馁,-1.0
自怨自艾,-1.0
自责,-1.0
诅,-1.0
诅骂,-1.0
诅咒,-1.0
左右两难,-1.0
左右为难,-1.0
做贼心虚,-1.0
作难,-1.0
作色,-1.0
倥,-1.0
讪讪,-1.0
诃,-1.0
诘,-1.0
诟,-1.0
诟病,-1.0
诮,-1.0
诶,-1.0
谇,-1.0
谪,-1.0
矍,-1.0
芴,-1.0
菀,-1.0
葸,-1.0
奚落,-1.0
奚幸,-1.0
尴尬,-1.0
挹,-1.0
掎,-1.0
掊,-1.0
掊击,-1.0
摭,-1.0
撸,-1.0
撺,-1.0
叱,-1.0
叱骂,-1.0
叱责,-1.0
哓,-1.0
呲,-1.0
啧有烦言,-1.0
嗔,-1.0
嗔斥,-1.0
嗔怪,-1.0
嗔怒,-1.0
嗤之以鼻,-1.0
嘀咕,-1.0
噍,-1.0
彷,-1.0
彷徨,-1.0
忏,-1.0
忏悔,-1.0
怃,-1.0
怄,-1.0
怄气,-1.0
忡,-1.0
怅,-1.0
怅恨,-1.0
怅然,-1.0
怅然若失,-1.0
怅怅,-1.0
怅惘,-1.0
怆,-1.0
怆怳,-1.0
怆恍,-1.0
怆然,-1.0
怆恻,-1.0
忪,-1.0
忸,-1.0
忸怩,-1.0
怵,-1.0
怵然,-1.0
怵头,-1.0
怛,-1.0
怏,-1.0
怏然,-1.0
怏然不悦,-1.0
怏怏,-1.0
怏怏不乐,-1.0
怍,-1.0
怫,-1.0
怫然,-1.0
怫然不悦,-1.0
怫然作色,-1.0
恸,-1.0
恻,-1.0
恻然,-1.0
恻隐,-1.0
恂,-1.0
悚,-1.0
悚然,-1.0
悒,-1.0
悒闷,-1.0
悒郁,-1.0
悒郁寡欢,-1.0
悒悒不乐,-1.0
悛,-1.0
悻然,-1.0
悻悻,-1.0
悻悻然,-1.0
惝恍,-1.0
惘,-1.0
惘然,-1.0
惘然若失,-1.0
惆,-1.0
惆怅,-1.0
愠,-1.0
愠怒,-1.0
愕,-1.0
愕然,-1.0
愣,-1.0
愣神儿,-1.0
愣怔,-1.0
愣怔怔,-1.0
愣住,-1.0
惴,-1.0
愀,-1.0
慊,-1.0
憷,-1.0
憷头,-1.0
懔,-1.0
忝,-1.0
闵,-1.0
渎,-1.0
宥,-1.0
骞,-1.0
娆,-1.0
嬉笑怒骂,-1.0
槁木死灰,-1.0
殚,-1.0
轸,-1.0
戟指,-1.0
腼腆,-1.0
膈应,-1.0
臊,-1.0
恝置,-1.0
恚,-1.0
恚愤,-1.0
恚恨,-1.0
恚怒,-1.0
恧,-1.0
愍,-1.0
憝,-1.0
懑,-1.0
瞠目结舌,-1.0
瞠然,-1.0
詈,-1.0
詈骂,-1.0
瘅,-1.0
竦,-1.0
矜,-1.0
赧,-1.0
赧然,-1.0
赧颜,-1.0
踟,-1.0
踟躇,-1.0
踟蹰,-1.0
踟蹰不前,-1.0
蹰,-1.0
觖,-1.0
觖望,-1.0
訾议,-1.0
黯然神伤,-1.0
黯然销魂,-1.0
